Strong
ENSG00000128274	A4GALT	A14GALT,Gb3S,P(k)	alpha 1,4-galactosyltransferase
ENSG00000065054	SLC9A3R2	E3KARP,NHERF-2,SIP-1,TKA-1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2
ENSG00000163681	SLMAP	KIAA1601,SLAP	sarcolemma associated protein
ENSG00000141646	SMAD4	DPC4,MADH4	SMAD family member 4
ENSG00000173473	SMARCC1	BAF155,CRACC1,Rsc8,SRG3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1
ENSG00000139613	SMARCC2	BAF170,CRACC2,Rsc8	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
ENSG00000073584	SMARCE1	BAF57	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
ENSG00000072501	SMC1A	DXS423E,KIAA0178,SB1.8,SMC1L1,Smcb	structural maintenance of chromosomes 1A
ENSG00000113810	SMC4	CAP-C,hCAP-C,SMC4L1	structural maintenance of chromosomes 4
ENSG00000138041	SMEK2	FLFL2,FLJ31474,KIAA1387,PSY2	SMEK homolog 2, suppressor of mek1 (Dictyostelium)
ENSG00000122692	SMU1	BWD,FLJ10805,fSAP57,SMU-1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
ENSG00000064692	SNCAIP	SYPH1	synuclein, alpha interacting protein
ENSG00000197157	SND1	p100,TDRD11	staphylococcal nuclease and tudor domain containing 1
ENSG00000100028	SNRPD3	Sm-D3,SMD3	small nuclear ribonucleoprotein D3 polypeptide 18kDa
ENSG00000100603	SNW1	Bx42,NCoA-62,Prp45,PRPF45,SKIIP,SKIP	SNW domain containing 1
ENSG00000114520	SNX4		sorting nexin 4
ENSG00000142168	SOD1	ALS,ALS1,IPOA	superoxide dismutase 1, soluble
ENSG00000112096	SOD2		superoxide dismutase 2, mitochondrial
ENSG00000039600	SOX30		SRY (sex determining region Y)-box 30
ENSG00000125398	SOX9	CMD1,CMPD1,SRA1	SRY (sex determining region Y)-box 9
ENSG00000185591	SP1		Sp1 transcription factor
ENSG00000113140	SPARC	ON	secreted protein, acidic, cysteine-rich (osteonectin)
ENSG00000173699	SPATA3	TSARG1	spermatogenesis associated 3
ENSG00000132122	SPATA6	FLJ10007,SRF-1,SRF1	spermatogenesis associated 6
ENSG00000145757	SPATA9	FLJ35906,NYD-SP16	spermatogenesis associated 9
ENSG00000176170	SPHK1	SPHK	sphingosine kinase 1
ENSG00000142539	SPIB	SPI-B	Spi-B transcription factor (Spi-1/PU.1 related)
ENSG00000164266	SPINK1	PCTT,PSTI,Spink3,TATI	serine peptidase inhibitor, Kazal type 1
ENSG00000197694	SPTAN1		spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)
ENSG00000115306	SPTBN1		spectrin, beta, non-erythrocytic 1
ENSG00000197122	SRC	ASV,c-src,SRC1	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)
ENSG00000153037	SRP19		signal recognition particle 19kDa
ENSG00000167881	SRP68		signal recognition particle 68kDa
ENSG00000096063	SRPK1	SFRSK1	SFRS protein kinase 1
ENSG00000100104	SRRD	HC/HCC,SRR1L	SRR1 domain containing
ENSG00000138385	SSB	La,LARP3	Sjogren syndrome antigen B (autoantigen La)
ENSG00000106028	SSBP1	SSBP	single-stranded DNA binding protein 1
ENSG00000124783	SSR1	TRAPA	signal sequence receptor, alpha
ENSG00000149136	SSRP1	FACT80	structure specific recognition protein 1
ENSG00000101972	STAG2	SA-2	stromal antigen 2
ENSG00000178078	STAP2	BKS,STAP-2	signal transducing adaptor family member 2
ENSG00000115415	STAT1	ISGF-3,STAT91	signal transducer and activator of transcription 1, 91kDa
ENSG00000168610	STAT3	APRF	signal transducer and activator of transcription 3 (acute-phase response factor)
ENSG00000126561	STAT5A	MGF,STAT5	signal transducer and activator of transcription 5A
ENSG00000166888	STAT6	D12S1644,IL-4-STAT	signal transducer and activator of transcription 6, interleukin-4 induced
ENSG00000040341	STAU2	39K2	staufen, RNA binding protein, homolog 2 (Drosophila)
ENSG00000118804	STBD1	FLJ41801,GENX-3414	starch binding domain 1
ENSG00000167323	STIM1	D11S4896E,GOK	stromal interaction molecule 1
ENSG00000152953	STK32B	HSA250839,STK32,STKG6,YANK2	serine/threonine kinase 32B
ENSG00000101109	STK4	KRS2,MST1,YSK3	serine/threonine kinase 4
ENSG00000104435	STMN2	SCG10,SCGN10	stathmin-like 2
ENSG00000148175	STOM	BND7,EPB7,EPB72	stomatin
ENSG00000140022	STON2	STN2,STNB2	stonin 2
ENSG00000165209	STRBP	FLJ11307,ILF3L,SPNR	spermatid perinuclear RNA binding protein
ENSG00000115808	STRN	SG2NA	striatin, calmodulin binding protein
ENSG00000196792	STRN3	SG2NA	striatin, calmodulin binding protein 3
ENSG00000101846	STS	ARSC,ARSC1	steroid sulfatase (microsomal), isozyme S
ENSG00000135604	STX11		syntaxin 11
ENSG00000136874	STX17	FLJ20651	syntaxin 17
ENSG00000166900	STX3	STX3A	syntaxin 3
ENSG00000103496	STX4	p35-2,STX4A	syntaxin 4
ENSG00000162236	STX5	SED5,STX5A	syntaxin 5
ENSG00000113387	SUB1	p14,p15,PC4	SUB1 homolog (S. cerevisiae)
ENSG00000107882	SUFU	PRO1280,SUFUH,SUFUXL	suppressor of fused homolog (Drosophila)
ENSG00000213599	SULT1A3	STM,TL-PST	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3
ENSG00000105398	SULT2A1	DHEA-ST,STD	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1
ENSG00000196284	SUPT3H	SPT3,SPT3L	suppressor of Ty 3 homolog (S. cerevisiae)
ENSG00000159164	SV2A	KIAA0736,SV2	synaptic vesicle glycoprotein 2A
ENSG00000197321	SVIL		supervillin
ENSG00000169895	SYAP1	FLJ14495,PRO3113	synapse associated protein 1, SAP47 homolog (Drosophila)
ENSG00000159082	SYNJ1	INPP5G	synaptojanin 1
ENSG00000213463	SYNJ2BP	Arip2	synaptojanin 2 binding protein
ENSG00000011347	SYT7	IPCA-7,MGC150517,PCANAP7,SYT-VII	synaptotagmin VII
ENSG00000102362	SYTL4		synaptotagmin-like 4
ENSG00000013810	TACC3	ERIC1	transforming, acidic coiled-coil containing protein 3
ENSG00000147133	TAF1	BA2R,CCG1,CCGS,DYT3,DYT3/TAF1,KAT4,NSCL2,TAF2A,TAFII250	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa
ENSG00000166337	TAF10	TAF2A,TAF2H,TAFII30	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa
ENSG00000120656	TAF12	TAF2J,TAFII20	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa
ENSG00000130699	TAF4	TAF2C,TAF2C1,TAF4A,TAFII130,TAFII135	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa
ENSG00000178913	TAF7	TAF2F,TAFII55	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa
ENSG00000085231	TAF9	AD-004,AK6,CGI-137,CINAP,MGC1603,MGC3647,MGC5067,TAF2G,TAFII31,TAFII32,TAFIID32	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa
ENSG00000149591	TAGLN	DKFZp686P11128,SM22,SMCC,TAGLN1,WS3-10	transgelin
ENSG00000136560	TANK	I-TRAF,TRAF2	TRAF family member-associated NFKB activator
ENSG00000149930	TAOK2	KIAA0881,MAP3K17,PSK,PSK1,TAO1,TAO2	TAO kinase 2
ENSG00000099992	TBC1D10A	AC004997.C22.2,EPI64,TBC1D10	TBC1 domain family, member 10A
ENSG00000136270	TBRG4	Cpr2,FASTKD4,H_TD2522F11.8,KIAA0948	transforming growth factor beta regulator 4
ENSG00000143178	TBX19	dj747L4.1,TPIT	T-box 19
ENSG00000122145	TBX22		T-box 22
ENSG00000135111	TBX3	TBX3-ISO,UMS,XHL	T-box 3
ENSG00000173991	TCAP	CMD1N,LGMD2G,T-cap,TELE,telethonin	titin-cap (telethonin)
ENSG00000071564	TCF3	bHLHb21,E2A,ITF1,MGC129647,MGC129648,VDIR	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)
ENSG00000182134	TDRKH	TDRD2	tudor and KH domain containing
ENSG00000092850	TEKT2	TEKTB1	tektin 2 (testicular)
ENSG00000132604	TERF2	TRBF2,TRF2	telomeric repeat binding factor 2
ENSG00000166848	TERF2IP	RAP1	telomeric repeat binding factor 2, interacting protein
ENSG00000135269	TES	DKFZP586B2022,TESS-2,TESTIN	testis derived transcript (3 LIM domains)
ENSG00000091513	TF	PRO1557,PRO2086	transferrin
ENSG00000090447	TFAP4	AP-4,bHLHc41	transcription factor AP-4 (activating enhancer binding protein 4)
ENSG00000068323	TFE3	bHLHe33,TFEA	transcription factor binding to IGHM enhancer 3
ENSG00000160182	TFF1	BCEI,D21S21,HP1.A,HPS2,pNR-2,pS2	trefoil factor 1
ENSG00000198959	TGM2	TGC	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)
ENSG00000125780	TGM3	TGE	transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)
ENSG00000151090	THRB	ERBA-BETA,ERBA2,GRTH,NR1A2,THR1,THRB1,THRB2	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)
ENSG00000136114	THSD1	TMTSP	thrombospondin, type I, domain containing 1
ENSG00000146426	TIAM2	STEF	T-cell lymphoma invasion and metastasis 2
ENSG00000100575	TIMM9	TIM9A	translocase of inner mitochondrial membrane 9 homolog (yeast)
ENSG00000104067	TJP1	DKFZp686M05161,MGC133289,ZO-1	tight junction protein 1 (zona occludens 1)
ENSG00000167900	TK1		thymidine kinase 1, soluble
ENSG00000135926	TMBIM1	LFG3,PP1201,RECS1	transmembrane BAX inhibitor motif containing 1
ENSG00000126062	TMEM115	PL6	transmembrane protein 115
ENSG00000166448	TMEM130	DKFZp761L1417,FLJ42643	transmembrane protein 130
ENSG00000126246	TMEM149	FLJ22573,U2AF1L4	transmembrane protein 149
ENSG00000002933	TMEM176A	HCA112	transmembrane protein 176A
ENSG00000144747	TMF1	ARA160,TMF	TATA element modulatory factor 1
ENSG00000182271	TMIGD1	TMIGD,UNQ9372	transmembrane and immunoglobulin domain containing 1
ENSG00000120802	TMPO	LAP2,LEMD4,TP	thymopoietin
ENSG00000184012	TMPRSS2	PRSS10	transmembrane protease, serine 2
ENSG00000137648	TMPRSS4	MT-SP2,TMPRSS3	transmembrane protease, serine 4
ENSG00000133687	TMTC1	ARG99,FLJ31400,FLJ41625,OLF	transmembrane and tetratricopeptide repeat containing 1
ENSG00000139921	TMX1	PDIA11,TMX,TXNDC,TXNDC1	thioredoxin-related transmembrane protein 1
ENSG00000109079	TNFAIP1	B12,B61,EDP1,MGC2317	tumor necrosis factor, alpha-induced protein 1 (endothelial)
ENSG00000118503	TNFAIP3	A20,OTUD7C	tumor necrosis factor, alpha-induced protein 3
ENSG00000028137	TNFRSF1B	CD120b,p75,TNF-R-II,TNF-R75,TNFBR,TNFR2,TNFR80	tumor necrosis factor receptor superfamily, member 1B
ENSG00000146072	TNFRSF21	DR6	tumor necrosis factor receptor superfamily, member 21
ENSG00000248871	TNFSF12-TNFSF13	TWE-PRIL	TNFSF12-TNFSF13 readthrough
ENSG00000161955	TNFSF13	APRIL,CD256	tumor necrosis factor (ligand) superfamily, member 13
ENSG00000102524	TNFSF13B	BAFF,BLYS,CD257,TALL-1,TALL1,THANK,TNFSF20	tumor necrosis factor (ligand) superfamily, member 13b
ENSG00000100284	TOM1		target of myb1 (chicken)
ENSG00000130204	TOMM40	C19orf1,D19S1177E,PER-EC1,PEREC1,TOM40	translocase of outer mitochondrial membrane 40 homolog (yeast)
ENSG00000154174	TOMM70A	KIAA0719	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)
ENSG00000131747	TOP2A	TOP2	topoisomerase (DNA) II alpha 170kDa
ENSG00000186283	TOR3A	ADIR,ADIR2,FLJ22345	torsin family 3, member A
ENSG00000141510	TP53	LFS1,p53	tumor protein p53
ENSG00000129167	TPH1	TPH,TPRH	tryptophan hydroxylase 1
ENSG00000196511	TPK1	HTPK1,PP20	thiamin pyrophosphokinase 1
ENSG00000140416	TPM1	C15orf13	tropomyosin 1 (alpha)
ENSG00000143549	TPM3	NEM1,TRK	tropomyosin 3
ENSG00000137364	TPMT		thiopurine S-methyltransferase
ENSG00000179636	TPPP2	C14orf8,p18,p25beta	tubulin polymerization-promoting protein family member 2
ENSG00000102871	TRADD	Hs.89862	TNFRSF1A-associated via death domain
ENSG00000056558	TRAF1	EBI6	TNF receptor-associated factor 1
ENSG00000127191	TRAF2	TRAP3	TNF receptor-associated factor 2
ENSG00000175104	TRAF6	RNF85	TNF receptor-associated factor 6
ENSG00000115993	TRAK2	ALS2CR3,CALS-C,GRIF-1,KIAA0549,OIP98	trafficking protein, kinesin binding 2
ENSG00000095970	TREM2	TREM-2,Trem2a,Trem2b,Trem2c	triggering receptor expressed on myeloid cells 2
ENSG00000132109	TRIM21	RNF81,RO52,SSA1	tripartite motif-containing 21
ENSG00000121060	TRIM25	EFP,RNF147,ZNF147	tripartite motif-containing 25
ENSG00000146063	TRIM41	MGC1127,RINCK	tripartite motif-containing 41
ENSG00000155890	TRIM42	FLJ40097	tripartite motif-containing 42
ENSG00000163462	TRIM46	FLJ23229,TRIFIC	tripartite motif-containing 46
ENSG00000132256	TRIM5	RNF88,TRIM5alpha	tripartite motif-containing 5
ENSG00000138100	TRIM54	MURF,MURF-3,RNF30	tripartite motif-containing 54
ENSG00000100106	TRIOBP	DFNB28,HRIHFB2122,KIAA1662,Tara	TRIO and F-actin binding protein
ENSG00000103671	TRIP4	HsT17391	thyroid hormone receptor interactor 4
ENSG00000043514	TRIT1	FLJ20061,IPT	tRNA isopentenyltransferase 1
ENSG00000166925	TSC22D4	THG-1,TILZ2	TSC22 domain family, member 4
ENSG00000123297	TSFM	EF-TS,EF-Tsmt	Ts translation elongation factor, mitochondrial
ENSG00000074319	TSG101	TSG10,VPS23	tumor susceptibility gene 101
ENSG00000182704	TSKU	E2IG4,LRRC54,TSK	tsukushi small leucine rich proteoglycan homolog (Xenopus laevis)
ENSG00000128311	TST	RDS	thiosulfate sulfurtransferase (rhodanese)
ENSG00000104522	TSTA3	FX,P35B,SDR4E1	tissue specific transplantation antigen P35B
ENSG00000136925	TSTD2	C9orf97,PP4189	thiosulfate sulfurtransferase (rhodanese)-like domain containing 2
ENSG00000116830	TTF2	HuF2	transcription termination factor, RNA polymerase II
ENSG00000112742	TTK	CT96,MPS1L1	TTK protein kinase
ENSG00000123416	TUBA1B	K-ALPHA-1	tubulin, alpha 1b
ENSG00000101162	TUBB1	dJ543J19.4	tubulin, beta 1
ENSG00000104833	TUBB4	beta-5,TUBB5	tubulin, beta 4
ENSG00000131462	TUBG1	TUBG,TUBGCP1	tubulin, gamma 1
ENSG00000130338	TULP4	KIAA1397,TUSP	tubby like protein 4
ENSG00000105849	TWISTNB		TWIST neighbor
ENSG00000100348	TXN2	MT-TRX	thioredoxin 2
ENSG00000129235	TXNDC17	MGC14353,TRP14,TXNL5	thioredoxin domain containing 17
ENSG00000168454	TXNDC2	SPTRX1	thioredoxin domain containing 2 (spermatozoa)
ENSG00000091164	TXNL1	TRP32,Txl,TXNL	thioredoxin-like 1
ENSG00000184470	TXNRD2	TR,TR3,TRXR2	thioredoxin reductase 2
ENSG00000105397	TYK2	JTK1	tyrosine kinase 2
ENSG00000130560	UBAC1	GBDR1,UBADC1	UBA domain containing 1
ENSG00000182247	UBE2E2	FLJ25157,UbcH8	ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)
ENSG00000170035	UBE2E3	UbcH9	ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast)
ENSG00000184787	UBE2G2	UBC7	ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)
ENSG00000186591	UBE2H	UBC8,UBCH	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)
ENSG00000156587	UBE2L6	UBCH8	ubiquitin-conjugating enzyme E2L 6
ENSG00000177414	UBE2U	MGC35130	ubiquitin-conjugating enzyme E2U (putative)
ENSG00000130939	UBE4B	E4,KIAA0684,UBOX3,UFD2	ubiquitination factor E4B (UFD2 homolog, yeast)
ENSG00000188021	UBQLN2	Chap1,CHAP1/DSK2,Dsk2,LIC-2,N4BP4,PLIC-2,PLIC2,RIHFB2157	ubiquilin 2
ENSG00000024048	UBR2	bA49A4.1,C6orf133,dJ392M17.3,KIAA0349	ubiquitin protein ligase E3 component n-recognin 2
ENSG00000162191	UBXN1	2B28,LOC51035,SAKS1,UBXD10	UBX domain protein 1
ENSG00000118939	UCHL3		ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)
ENSG00000198276	UCKL1	FLJ20517,URKL1	uridine-cytidine kinase 1-like 1
ENSG00000143222	UFC1	HSPC155	ubiquitin-fold modifier conjugating enzyme 1
ENSG00000148154	UGCG	GCS	UDP-glucose ceramide glucosyltransferase
ENSG00000136731	UGGT1	HUGT1,UGCGL1	UDP-glucose glycoprotein glucosyltransferase 1
ENSG00000164828	UNC84A	FLJ12407,KIAA0810,SUN1,UNC84A	Sad1 and UNC84 domain containing 1
ENSG00000100242	UNC84B	SUN2,UNC84B	Sad1 and UNC84 domain containing 2
ENSG00000076248	UNG	DGU,HIGM4,UDG,UNG1,UNG2	uracil-DNA glycosylase
ENSG00000132478	UNK	KIAA1753,ZC3H5,ZC3HDC5	unkempt homolog (Drosophila)
ENSG00000100024	UPB1	BUP1	ureidopropionase, beta
ENSG00000169062	UPF3A	HUPF3A,RENT3A,UPF3	UPF3 regulator of nonsense transcripts homolog A (yeast)
ENSG00000125351	UPF3B	HUPF3B,RENT3B,UPF3X	UPF3 regulator of nonsense transcripts homolog B (yeast)
ENSG00000010256	UQCRC1	D3S3191,QCR1,UQCR1	ubiquinol-cytochrome c reductase core protein I
ENSG00000106608	URGCP	DKFZp666G166,DKFZp686O0457,FLJ20654,KIAA1507,URG4	upregulator of cell proliferation
ENSG00000006611	USH1C	AIE-75,DFNB18,harmonin,NY-CO-37,NY-CO-38,PDZ-73,PDZ73	Usher syndrome 1C (autosomal recessive, severe)
ENSG00000138768	USO1	p115,TAP,VDP	USO1 vesicle docking protein homolog (yeast)
ENSG00000103194	USP10	KIAA0190,UBPO	ubiquitin specific peptidase 10
ENSG00000058056	USP13	IsoT-3	ubiquitin specific peptidase 13 (isopeptidase T-3)
ENSG00000036672	USP2	UBP41	ubiquitin specific peptidase 2
ENSG00000187555	USP7	HAUSP	ubiquitin specific peptidase 7 (herpes virus-associated)
ENSG00000138592	USP8	HumORF8,KIAA0055,UBPY	ubiquitin specific peptidase 8
ENSG00000115652	UXS1	FLJ23591,SDR6E1,UGD	UDP-glucuronate decarboxylase 1
ENSG00000141968	VAV1	VAV	vav 1 guanine nucleotide exchange factor
ENSG00000155959	VBP1	PFD3,PFDN3	von Hippel-Lindau binding protein 1
ENSG00000038427	VCAN	CSPG2,PG-M	versican
ENSG00000035403	VCL		vinculin
ENSG00000092820	VIL2	EZR,VIL2	ezrin
ENSG00000122958	VPS26A	Hbeta58,PEP8A,VPS26	vacuolar protein sorting 26 homolog A (S. pombe)
ENSG00000160948	VPS28		vacuolar protein sorting 28 homolog (S. cerevisiae)
ENSG00000100749	VRK1		vaccinia related kinase 1
ENSG00000119614	VSX2	CHX10,HOX10,RET1	visual system homeobox 2
ENSG00000110799	VWF	F8VWF	von Willebrand factor
ENSG00000015285	WAS	IMD2,THC,WASP	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)
ENSG00000112290	WASF1	KIAA0269,SCAR1,WAVE,WAVE1	WAS protein family, member 1
ENSG00000185596	WASH2P	FAM39B,FAM39E,FLJ00038,MGC52000,WASH1,WASH3P	WAS protein family homolog 2 pseudogene
ENSG00000234769	WASH4P		WAS protein family homolog 4 pseudogene
ENSG00000182484	WASH6P	CXYorf1,FAM39A	WAS protein family homolog 6 pseudogene
ENSG00000106299	WASL	N-WASP,NWASP	Wiskott-Aldrich syndrome-like
ENSG00000165171	WBSCR27		Williams Beuren syndrome chromosome region 27
ENSG00000166596	WDR16	FLJ37528,WDRPUH	WD repeat domain 16
ENSG00000176473	WDR25	MGC4645	WD repeat domain 25
ENSG00000185798	WDR53	MGC12928,MGC64882	WD repeat domain 53
ENSG00000126870	WDR60	FLJ10300	WD repeat domain 60
ENSG00000140006	WDR89	C14orf150,MGC9907	WD repeat domain 89
ENSG00000173714	WFIKKN2	WFIKKNRP	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2
ENSG00000070540	WIPI1	Atg18,FLJ10055,WIPI49	WD repeat domain, phosphoinositide interacting 1
ENSG00000157954	WIPI2	Atg21,CGI-50,DKFZP434J154,DKFZp686P02188,FLJ12979,FLJ14217,FLJ42984	WD repeat domain, phosphoinositide interacting 2
ENSG00000105989	WNT2	INT1L1,IRP	wingless-type MMTV integration site family member 2
ENSG00000162552	WNT4	WNT-4	wingless-type MMTV integration site family, member 4
ENSG00000146457	WTAP	KIAA0105,MGC3925	Wilms tumor 1 associated protein
ENSG00000124343	XG	PBDX	Xg blood group
ENSG00000101966	XIAP	API3,BIRC4,hILP	X-linked inhibitor of apoptosis
ENSG00000196236	XPNPEP3	APP3	X-prolyl aminopeptidase (aminopeptidase P) 3, putative
ENSG00000124571	XPO5	KIAA1291	exportin 5
ENSG00000073050	XRCC1	RCC	X-ray repair complementing defective repair in Chinese hamster cells 1
ENSG00000244255	XXbac-BPG116M5.17		cDNA FLJ55673, highly similar to Complement factor B (EC 3.4.21.47) 
ENSG00000065978	YBX1	BP-8,CSDA2,CSDB,DBPB,MDR-NF1,NSEP-1,NSEP1,YB-1,YB1	Y box binding protein 1
ENSG00000176601	YSK4	FLJ23074	YSK4 Sps1/Ste20-related kinase homolog (S. cerevisiae)
ENSG00000166913	YWHAB		tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide
ENSG00000134308	YWHAQ	14-3-3,HS1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
ENSG00000164924	YWHAZ	14-3-3-zeta,KCIP-1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
ENSG00000181472	ZBTB2	bA351K16.2,KIAA1483,ZNF437	zinc finger and BTB domain containing 2
ENSG00000181722	ZBTB20	DKFZp566F123,DPZF,ODA-8S,ZNF288	zinc finger and BTB domain containing 20
ENSG00000177485	ZBTB33	kaiso,WUGSC:H_DJ525N14.1,ZNF-kaiso,ZNF348	zinc finger and BTB domain containing 33
ENSG00000130584	ZBTB46	BTBD4,dJ583P15.7,dJ583P15.8,FLJ13502,RINZF,ZNF340	zinc finger and BTB domain containing 46
ENSG00000147905	ZCCHC7	AIR1,FLJ22611	zinc finger, CCHC domain containing 7
ENSG00000078487	ZCWPW1	DKFZp434N0510,FLJ10057,ZCW1	zinc finger, CW type with PWWP domain 1
ENSG00000163812	ZDHHC3	GODZ,ZNF373	zinc finger, DHHC-type containing 3
ENSG00000169554	ZEB2	KIAA0569,SIP-1,ZFHX1B	zinc finger E-box binding homeobox 2
ENSG00000128016	ZFP36	G0S24,NUP475,RNF162A,TIS11,TTP	zinc finger protein 36, C3H type, homolog (mouse)
ENSG00000169946	ZFPM2	FOG2,hFOG-2,ZNF89B	zinc finger protein, multitype 2
ENSG00000005889	ZFX		zinc finger protein, X-linked
ENSG00000178764	ZHX2	KIAA0854	zinc fingers and homeoboxes 2
ENSG00000106261	ZKSCAN1	KOX18,PHZ-37,ZNF139,ZNF36	zinc finger with KRAB and SCAN domains 1
ENSG00000100319	ZMAT5		zinc finger, matrin type 5
ENSG00000163867	ZMYM6	Buster2,MYM,ZNF198L4,ZNF258	zinc finger, MYM-type 6
ENSG00000015171	ZMYND11	BS69	zinc finger, MYND domain containing 11
ENSG00000141497	ZMYND15	DKFZp434N127	zinc finger, MYND-type containing 15
ENSG00000163848	ZNF148	BERF-1,BFCOL1,HT-BETA,pHZ-52,ZBP-89,ZFP148	zinc finger protein 148
ENSG00000147394	ZNF185		zinc finger protein 185 (LIM domain)
ENSG00000198315	ZNF192	LD5-1,ZKSCAN8	zinc finger protein 192
ENSG00000159885	ZNF222		zinc finger protein 222
ENSG00000185947	ZNF267	HZF2	zinc finger protein 267
ENSG00000171606	ZNF274	ZKSCAN19	zinc finger protein 274
ENSG00000063587	ZNF275		zinc finger protein 275
ENSG00000165244	ZNF367	FLJ33970	zinc finger protein 367
ENSG00000197619	ZNF432	FLJ33710,KIAA0798,ZBRK1,ZFQR,ZNF350,ZNF615	zinc finger protein 615
ENSG00000196653	ZNF502	FLJ12515,FLJ14855	zinc finger protein 502
ENSG00000168826	ZNF509	FLJ38559,ZBTB49,ZNF509	zinc finger and BTB domain containing 49
ENSG00000171817	ZNF540	DKFZp547B0714	zinc finger protein 540
ENSG00000164048	ZNF589	SZF1	zinc finger protein 589
ENSG00000135747	ZNF670	MGC12466	zinc finger protein 670
ENSG00000197928	ZNF677	MGC48625	zinc finger protein 677
ENSG00000187792	ZNF70	Cos17,MGC48959	zinc finger protein 70
ENSG00000185252	ZNF74	Cos52,Zfp520,ZNF520	zinc finger protein 74
ENSG00000162086	ZNF75A	FLJ31529	zinc finger protein 75a
